paper_key,file,page,value,unit,topic,gravity_context,snippet
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,3,0.24,wt.%,alloy composition,earth-vs-microgravity comparison,"the optical apparatus of the DECLIC-DSI (left). Examples of cellular and dendritic patterns obtained under microgravity (right). Fig. 2. Axial view images obtained by interferometry of the solid–liquid interface of SCN-0.24 wt.% camphor alloy for V = 1 lm/s: (a) micro- gravity and (b) ground experiments (G = 19 K/cm). Mota, Song, Pereda, Billia, Tourret, Debierre, Trivedi, Karma, and Bergeon1282"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,3,19,K/cm,thermal condition,earth-vs-microgravity comparison,"ns obtained under microgravity (right). Fig. 2. Axial view images obtained by interferometry of the solid–liquid interface of SCN-0.24 wt.% camphor alloy for V = 1 lm/s: (a) micro- gravity and (b) ground experiments (G = 19 K/cm). Mota, Song, Pereda, Billia, Tourret, Debierre, Trivedi, Karma, and Bergeon1282"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,4,19,K/cm,thermal condition,unspecified,", 9,10 and details of the thermal ﬁeld calculation will be presented elsewhere. RESULTS The microstructure formation was studied start- ing from the interface at rest until its stationary state, for a thermal gradient of 19 K/cm and pulling rates ranging from 0.5 lm/s to 16 lm/s. The ﬁrst stages of solidiﬁcation have fast dynamics with the transient development of microstructure, followed by a stationary state growth characterized by a stable s"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,4,1.88,mm,length scale/microstructure,unspecified,"ing the TDA or the TFC provide a much better agreement with experiments. Not only is the time evolution of the interface position better estimated, but the time for the occurrence of the morphological instability (L /C24 1.88 mm for the TDA and 1.76 mm for the TFC) is also in much better quantitative agreement with experimental observations (1.55 mm < L < 1.96 mm). Steady-state cell/den- drite tip positions after morphological instability Fig."
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,4,1.76,mm,length scale/microstructure,unspecified,"rovide a much better agreement with experiments. Not only is the time evolution of the interface position better estimated, but the time for the occurrence of the morphological instability (L /C24 1.88 mm for the TDA and 1.76 mm for the TFC) is also in much better quantitative agreement with experimental observations (1.55 mm < L < 1.96 mm). Steady-state cell/den- drite tip positions after morphological instability Fig. 3. Primary spacing as a"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,4,1.55,mm,length scale/microstructure,earth/1g,"ition better estimated, but the time for the occurrence of the morphological instability (L /C24 1.88 mm for the TDA and 1.76 mm for the TFC) is also in much better quantitative agreement with experimental observations (1.55 mm < L < 1.96 mm). Steady-state cell/den- drite tip positions after morphological instability Fig. 3. Primary spacing as a function of pulling rate under micro- gravity ( h) and on Earth ( j). Right y axis: evolution of up"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,4,< 1.96,mm,length scale/microstructure,earth/1g,"estimated, but the time for the occurrence of the morphological instability (L /C24 1.88 mm for the TDA and 1.76 mm for the TFC) is also in much better quantitative agreement with experimental observations (1.55 mm < L < 1.96 mm). Steady-state cell/den- drite tip positions after morphological instability Fig. 3. Primary spacing as a function of pulling rate under micro- gravity ( h) and on Earth ( j). Right y axis: evolution of upward ﬂuid ﬂow"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,5,19,K/cm,thermal condition,earth-vs-microgravity comparison,"/s is compared with PF simulations with different thermal conditions. (b) Comparison between results obtained under microgravity (full symbols) and on Earth (empty symbols) for V = 8 (squares) and 0.5 lm/s (circles) (G = 19 K/cm). Mota, Song, Pereda, Billia, Tourret, Debierre, Trivedi, Karma, and Bergeon1284"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,6,0,k,thermal condition,unspecified,"component of ﬂuid ﬂow velocity U i parallel to the pulling velocity (here taken negative for a down- ward component) and the primary spacing k and k0, respectively, with and without inﬂuence of convection: U jj ¼ V 1 /C0 k k0 /C18/C192""# ð1Þ For a convex interface, ﬂow is descending in the center so Ui < 0 and k0 > k as observed in experi- ments in metallic systems. 15,40 Equation 1 is pri- marily designed for downward ﬂows, but its use c"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,7,0,k,thermal condition,unspecified,"for the solutal boundary layer is then: 40,42 D dV ¼ 1 þ Ujj V ð2Þ and the effective partition coefﬁcient keff initially expressed as a function of D then becomes, for an upward component of ﬂuid ﬂow: keff ¼ k 1 /C0 1/C0 k 1þ Ujj V : ð3Þ The evolution of keff with pulling rate based on Fig. 3 data is presented in Fig. 5. Using the ﬂuid ﬂow velocities from Fig. 3 (right y axis), keff =1 corresponds to a component Ui = 0, obtained for a pul"
Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA,ReferencePapers/Convection Effects During Bulk Transparent Alloy Solidification in DECLIC-DSI and Phase-Field Simulations in Diffusive Conditions_MOTA.pdf,7,19,K/cm,thermal condition,microgravity/space,"velocity, where the solid line represents Eq. 3 for V ‡ 1.9 lm/s, with the boundary condition k eff = 1 for V = 1.9 lm/s (h) when ﬂuid ﬂow is zero. The dashed line corresponds to k = 0.07 assessed experimentally 43 (G = 19 K/cm). Fig. 6. Experimental average primary spacings with standard devi- ations (error bars) measured in microgravity experiments compared with selected average primary spacings obtained in PF simulations with a large system"
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,2,10,%,alloy composition,unspecified,"et al. lnSh + 10~4-Sn SiO~ 1)) Torr BS (little hubbIes) 7 [3] Skylab 3 lnSh Ukanwa Zn +Zn 65 Graphite Argon Dc-wetting Negligible [11] Skylab 3 Yee ci al Ga~1n, ~Sh Si02 Helium If) Torr Necking ‘.‘ [12 14] Skylab 3-4 x = 10%. 30% .50% graphitized Hasemeser et :il. AU—Cu Graphite 7 Necking 2 15] Skylab 3~4 eutectic Witt ci :il. Ge + lO’4- Ga Machined Argon 40 Torr De-sveiting No [4.1 (i] ASTP SiC)7 Zemskos Ct al. Ge+ 1% Si + 10’ Sb Si07 H) T"
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,2,30,%,alloy composition,unspecified,". lnSh + 10~4-Sn SiO~ 1)) Torr BS (little hubbIes) 7 [3] Skylab 3 lnSh Ukanwa Zn +Zn 65 Graphite Argon Dc-wetting Negligible [11] Skylab 3 Yee ci al Ga~1n, ~Sh Si02 Helium If) Torr Necking ‘.‘ [12 14] Skylab 3-4 x = 10%. 30% .50% graphitized Hasemeser et :il. AU—Cu Graphite 7 Necking 2 15] Skylab 3~4 eutectic Witt ci :il. Ge + lO’4- Ga Machined Argon 40 Torr De-sveiting No [4.1 (i] ASTP SiC)7 Zemskos Ct al. Ge+ 1% Si + 10’ Sb Si07 H) Torr B"
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,2,50,%,alloy composition,unspecified,"+ 10~4-Sn SiO~ 1)) Torr BS (little hubbIes) 7 [3] Skylab 3 lnSh Ukanwa Zn +Zn 65 Graphite Argon Dc-wetting Negligible [11] Skylab 3 Yee ci al Ga~1n, ~Sh Si02 Helium If) Torr Necking ‘.‘ [12 14] Skylab 3-4 x = 10%. 30% .50% graphitized Hasemeser et :il. AU—Cu Graphite 7 Necking 2 15] Skylab 3~4 eutectic Witt ci :il. Ge + lO’4- Ga Machined Argon 40 Torr De-sveiting No [4.1 (i] ASTP SiC)7 Zemskos Ct al. Ge+ 1% Si + 10’ Sb Si07 H) Torr BS De-"
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,2,1,%,alloy composition,unspecified,12 14] Skylab 3-4 x = 10%. 30% .50% graphitized Hasemeser et :il. AU—Cu Graphite 7 Necking 2 15] Skylab 3~4 eutectic Witt ci :il. Ge + lO’4- Ga Machined Argon 40 Torr De-sveiting No [4.1 (i] ASTP SiC)7 Zemskos Ct al. Ge+ 1% Si + 10’ Sb Si07 H) Torr BS De-sveuing No [17] ASTP graphitiied Zernsko’. ci al. luSh -sl.3 x 10°’ Te Sit)7 2 Necking. Marangoni [1.18] Salyui 6 graphitized dc-wetting. bubbles Markov et al. Ge + 10’ Ga Si07 2 Dc-wettin
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,3,3,%,alloy composition,earth/1g,Sh 165 [181 Cu 0 [311 In 141 [36] Ga 0 [32] Sb 140 [361 InSh 30 [18] Ge 139 [36] 25 [33] Zn 150 [36] 20—30 [341 Ga 137 [361 Si 10 [~41 Ph 138 [361 11 [291 Cu 140 [361 Ge 12 [341 Al 157 [36] 8 [29] Si 15—0 [361 7 [32] Ga+3% As 140—153 [35] Ga+3% As/GaAs 40 [35] lnP 144 [37] Ga—In—As/GaAs 32 [35] In 146 1371 lnP 48 [321 GalnAs 148 [371
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,5,15,hours,gravity/time/facility,unspecified,"dc-u-citing durini,’ /(,‘idgman groii //i f .‘s’~ s in inn rov’r,iritt 175 —..—- GRAPHITE ~SILICA CRUCIBLE ~ THERMAL INSULATION El---SEED ~ SAMPLE Fig. 2. Diagram of experimental cartridge. the proportions 4: 1: 15) for 15 hours and then A zirconium getter in the hot zone (650—750 ° C) rinsed with ethanol before assembly. Roughness of the cartridge is used to eliminate oxygen and its measurements were taken on reference crucibles. derivatives ("
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,5,1,mm,length scale/microstructure,earth-vs-microgravity comparison,"t of th seed are initially and the entire assembly is then baked under fused on the ground in order to weld the various vacuum (72 h, 400° C. io~ Pa) before sealing the parts of the sample. cartridge. _ T~TTJT~4i InSb 1’ 1mmjim ~._. ...~ a ~ ::::I!~i:J 10mm __________ __ ,~— ~UL b ~ -- ---~ ~ —•--~ _-j~~ Fig. 3. Surface roughnessof lnSh crystals solidified in microgravity (a) and on the ground (h)."
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,5,10,mm,length scale/microstructure,earth-vs-microgravity comparison,"he entire assembly is then baked under fused on the ground in order to weld the various vacuum (72 h, 400° C. io~ Pa) before sealing the parts of the sample. cartridge. _ T~TTJT~4i InSb 1’ 1mmjim ~._. ...~ a ~ ::::I!~i:J 10mm __________ __ ,~— ~UL b ~ -- ---~ ~ —•--~ _-j~~ Fig. 3. Surface roughnessof lnSh crystals solidified in microgravity (a) and on the ground (h)."
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,6,0.5,Pa,thermophysical/mechanical property,earth/1g,"ped The residual vacuum in the cartridges, on the crystal. The disturbing effect of the free surface ground and in flight, after the experiment was associated with this bubble on solute distribution found to be less than 0.5 Pa. This value, obtained has already been described and explained in terms one year after closure of the cartridges, shows that of thermocapillary convection [25,26]. the getters correctly fulfilled their role. These re- S"
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,6,40,%,alloy composition,microgravity/space,"er After opening the cartridges, and in order to extent, on the surface of the other, undoped space avoid breaking the samples, the silica crucible was sample. This is a faceted surface, clearly character- dissolved in a 40% HF solution. Reference sam- istic of free growth without any contact with the pIes were checked to make sure that the sample crucible. The faceting can he explained by the fact surface remains intact after such treatmen"
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,6,~ 5,mm,length scale/microstructure,microgravity/space,les created by the abrupt variation in survey results and confirm that the dc-wetting solidification front area. phenomenon is directly related to crucible rough- Two wetting anomalies were observed in the ness. _____ ~ ~ 5mm Fig. 4. Dc-wetting zone at the surface of an lnSh crystal grown under microgravity conditions.
Crucible de-wetting during bridgman growth of semiconductors in microgravity,ReferencePapers/Crucible de-wetting during bridgman growth of semiconductors in microgravity.pdf,9,5,mm,length scale/microstructure,unspecified,"hite - crucibles machined in order to obtain the config- uration shown in fig. Sb. The distance between roughness asperities varied from 300 to 500 p.m. the roughness angle was 27.5° and the liquid - height approximately 5 mm. In this way, com- posite wetting conditions were more than satisfied (eqs. (2) and (3), O~ = 140°, p.= 6.5 X iO~ kg m3, o’=0.42 N m~). Liquid b Fig. 8 shows the bottom surface of a poly- crystal obtained in a graphite"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,1,51170,K,thermal condition,unspecified,"ge: www.elsevier.com/locate/jallcom Crystal nucleation and dendrite growth of metastable phases in undercooled melts Dieter Herlach ∗ Institut für Materialphysik im Weltraum, Deutsches Zentrum für Luft- und Raumfahrt, D-51170 Köln, Germany article info Article history: Received 28 July 2010 Received in revised form 27 September 2010 Accepted 28 November 2010 Available online 3 December 2010 Keywords: Containerless processing Undercooling Cryst"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,1,2010,K,thermal condition,unspecified,"traum, Deutsches Zentrum für Luft- und Raumfahrt, D-51170 Köln, Germany article info Article history: Received 28 July 2010 Received in revised form 27 September 2010 Accepted 28 November 2010 Available online 3 December 2010 Keywords: Containerless processing Undercooling Crystal nucleation Dendritic growth Supersaturated alloys Disorder trapping Metastable solids abstract An undercooled melt possesses an enhanced free enthalpy that opens up"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,±5,K,thermal condition,unspecified,50 and 31.5 were pre- pared. The samples of zirconium were placed in the ultra-high-vacuum chambers of electromagnetic and electrostatic levitators. The temperature is measured by pyrometers with an absolute accuracy of±5 K. Samples in diameter of 7 mm are pro- cessed by electromagnetic levitation. The compensation of the gravitational force needs minimum power absorption to electromagnetically levitate the sample. Heat radiation is not su
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,7,mm,length scale/microstructure,unspecified,. The samples of zirconium were placed in the ultra-high-vacuum chambers of electromagnetic and electrostatic levitators. The temperature is measured by pyrometers with an absolute accuracy of±5 K. Samples in diameter of 7 mm are pro- cessed by electromagnetic levitation. The compensation of the gravitational force needs minimum power absorption to electromagnetically levitate the sample. Heat radiation is not sufﬁcient to transfer the heat
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,2,mm,length scale/microstructure,unspecified,"t produced in the levitated sample and to cool it below its melting temperature. Therefore, forced convection by helium of high purity is used to cool the sample [3]. In the electrostatic levitator samples in diameter of 2 mm are processed under ultrahigh vacuum conditions ( ≈ 10 − 8 mbar). Levitation and heating is decoupled in contrast to the electromagnetic levitator [4]. A high-speed video camera (Photron VKT) was applied (frame rate up"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,185,K,thermal condition,microgravity/space,"g the sounding rocket mission TEXUS 44 EML2 the dendrite growth velocity was measured of Raney type Al 68.5 Ni31.5 alloy. Three undercool- ing and solidiﬁcation cycles were obtained. The sample undercooled to /Delta1T1 = 185 K and /Delta1T2 = 228 K, respectively. The TEMPUS facility is equipped with a video camera of frequency of 200 pictures per second. During recalescence, three pictures were taken, which allow the determination of the grow"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,228,K,thermal condition,microgravity/space,"mission TEXUS 44 EML2 the dendrite growth velocity was measured of Raney type Al 68.5 Ni31.5 alloy. Three undercool- ing and solidiﬁcation cycles were obtained. The sample undercooled to /Delta1T1 = 185 K and /Delta1T2 = 228 K, respectively. The TEMPUS facility is equipped with a video camera of frequency of 200 pictures per second. During recalescence, three pictures were taken, which allow the determination of the growth velocity with an ac"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,±15–25,%,alloy composition,microgravity/space,"vely. The TEMPUS facility is equipped with a video camera of frequency of 200 pictures per second. During recalescence, three pictures were taken, which allow the determination of the growth velocity with an accuracy of ±15–25%. 3. Results and discussions 3.1. Crystal nucleation Fig. 1 shows a temperature-time proﬁle measured on a zirco- nium sample processed in the electrostatic levitator (cf. inset). First, the solid sample is heated up to i"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,359,K,thermal condition,unspecified,"the environment is negligible compared with the heat produced during recalescence, the hypercooling-limit is given by /Delta1T hyp = /Delta1Hf/Cp. In case of pure Zr the hypercooling-limit is esti- mated as/Delta1Thyp = 359 K with/Delta1Hf = 14652 J/mol andCp = 40.8 Jmol/K [11]. With increasing undercooling, /Delta1T > /Delta1Thyp, the melting tem- perature will be not reached during recalescence. As can be seen from Fig. 1 experiments on Zr"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,2,250–300,K,thermal condition,unspecified,"undercoolings greater than /Delta1T hyp. This is the ﬁrst time that undercoolings beyond the hypercooling limit is unambigu- ously observed for a pure metal, while in case of the alloy Co–Pd hypercoolings in the range of 250–300 K are reported [12]. The undercooling /Delta1T is easily inferred since the nucleation tempera- ture is well deﬁned by the onset of recalescence. For each series of measurements about 100 undercooling and solidiﬁcation ru"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,0.1–0.5,m/s,growth/velocity,unspecified,tions. Crystallization of ordered superlattice structures requires short-range atomic diffusion at the solid–liquid interface. This leads to sluggish growth dynamics at least at small and intermediate undercoolings ( V: 0.1–0.5 m/s) [23]. These growth velocities are directly comparable to the speed of ﬂuid ﬂow in electromagnet- ically levitated metallic melts due to the strong stirring effects of the alternating electromagnetic ﬁeld [6]. Fluid ﬂow
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,≈ 0.6,m/s,growth/velocity,earth/1g,les) and in reduced gravity (diamonds). All growth velocities measured in reduced gravity are much smaller than those deter- mined under terrestrial conditions. At growth velocities exceeding the ﬂuid ﬂow velocity V > U ≈ 0.6 m/s data of dendrite growth veloc- ity from terrestrial and from reduced gravity experiments coincide. The results of sharp interface modelling neglecting the inﬂuence of ﬂuid ﬂow are depicted in Fig. 3 (solid line). It des
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,≈ 1.2,m/s,growth/velocity,earth/1g,"obtained in reduced gravity. The sharp interface model was extended to take into account the inﬂuence of convec- tion [24]. It is able to reproduce the experimental results obtained on ground if a ﬂuid ﬂow velocity of U ≈ 1.2 m/s, is assumed (cf. dashed line in Fig. 3). At growth velocities V > 0.6 m/s, the computed relation of V = f(/Delta1T) without and with convection converge to one line since in this region the dynamics of solidiﬁcation is"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,> 0.6,m/s,growth/velocity,earth/1g,"e into account the inﬂuence of convec- tion [24]. It is able to reproduce the experimental results obtained on ground if a ﬂuid ﬂow velocity of U ≈ 1.2 m/s, is assumed (cf. dashed line in Fig. 3). At growth velocities V > 0.6 m/s, the computed relation of V = f(/Delta1T) without and with convection converge to one line since in this region the dynamics of solidiﬁcation is mainly limited by thermal diffusivity. The growth dynamics of Al 50Ni50 al"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,68.5,at%,alloy composition,earth/1g,"h velocity increases with increas- ing undercooling. This behaviour is understood by the fact that the driving force for crystallization scales with the undercooling. How- ever, if the concentration of Al is increased to 68.5 at% Al (Raney type Fig. 3. Dendrite growth velocity of B2 /H9252-phase of Al 50 Ni50 alloy as a function of undercooling measured under terrestrial conditions (circles) and in reduced gravity (diamonds). The solid line repr"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,< 320,K,thermal condition,unspecified,n undercooled melts of Al 68.5Ni31.5 by energy dispersive X-ray measurements at the European Synchrotron Radi- ation Facility Grenoble (France) unambiguously demonstrates that over the entire undercooling range /Delta1T < 320 K the intermetallic B2 /H9252-phase is primarily formed [25]. It subsequently transforms by a peritectic reaction L + AlNi → Al 3Ni2. The in situ diffraction investigations indicate that this phase is primarily formed eve
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,3,100,K,thermal condition,earth-vs-microgravity comparison,"ocity V as a function of undercooling, measured for Raney type Al68.5 Ni31.5 alloy on ground (circles) and during TEXUS 44 EML2 ﬂight mission (triangles) [27]. Measurements of growth velocities at undercoolings less than 100 K are not shown. They are normal i.e. the velocity increases with undercooling."
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,4,≈ 300,K,thermal condition,unspecified,"q. (3) has been conﬁrmed experimentally by rapid solidiﬁcation experiments [30,31]. Fig. 5 shows the growth velocity of Al 50Ni50 over the entire undercooling range accessible by levitation. Undercoolings up to /Delta1T ≈ 300 K were measured. For /Delta1T < 240 K dendrite growth is slug- gish. In this regime a superlattice structure of an intermetallic B2 2001000 0 2 4 Undercooling (K) Growth Velocity (m s-1) experiment interface model 0 0.2 0"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,4,< 240,K,thermal condition,unspecified,"lly by rapid solidiﬁcation experiments [30,31]. Fig. 5 shows the growth velocity of Al 50Ni50 over the entire undercooling range accessible by levitation. Undercoolings up to /Delta1T ≈ 300 K were measured. For /Delta1T < 240 K dendrite growth is slug- gish. In this regime a superlattice structure of an intermetallic B2 2001000 0 2 4 Undercooling (K) Growth Velocity (m s-1) experiment interface model 0 0.2 0.4 Order Parameter Fig. 5. Dendrite"
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,4,≈ 240,K,thermal condition,unspecified,0 alloy melt as a function of undercooling. Full circles represent the measured data and the red dashed line gives the data from modelling of dendrite growth. A sharp increase of V sets in at an undercooling of /Delta1T ≈ 240 K at which the order parameter drops down to zero (solid line) [8]. /H9252-phase is formed. Growth is limited by short-range diffusion. The atomic species have to sort them out to ﬁnd the correct places at the structure o
Crystal nucleation and dendrite growth of metastable phases in undercooled melts,ReferencePapers/Crystal nucleation and dendrite growth of metastable phases in undercooled melts.pdf,4,240,K,thermal condition,unspecified,o (solid line) [8]. /H9252-phase is formed. Growth is limited by short-range diffusion. The atomic species have to sort them out to ﬁnd the correct places at the structure of the superlattice. If the undercooling exceeds 240 K the growth velocity rapidly rises with increasing undercooling. This transition is due to a change of crystallization of the ordered /H9252- phase to a disordered superlattice structure. This structural change at the cr
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,3,1997,MS,gravity/time/facility,microgravity/space,S50 1992 USML STS46 1992 EUREKA STS47 1992 Spacelab-J STS55 1993 Spacelab D2 STS57 1993 LEMZ STS60 1994 CLPS STS62 1994 USMP2 STS65 1994 IML2 STS73 1995 USML2 STS76 1996 QUELD LPS STS77 1996 CFZF SEF STS78 1996 LM2 STS94 1997 MSL STS87 1997 USMP4 Soyuz 6 1969 1st Welding Experiment Apollo 14 1971 Composite Casting Skylab 1973-1979 Skylab Materials Processing Facility Multipurpose Furnace System Skylab: “such tests proved that the processing of
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,5,7,%,alloy composition,earth-vs-microgravity comparison,rmal and Solutal Convection • Microgravity promotes diffusion controlled growth and the uniform solidification of microstructures Earth-grown Space-grown Pb-Sb Anisotropic dendrite formation Segregation channel Pb-Sn Al 7% Si alloy uniform microstructure
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,10,7,%,alloy composition,unspecified,speed-changes (step increase in growth speed and step decrease in growth speed) on the primary dendrite distribution and morphology during steady-state directional solidification of single crystal dendritic arrays (Al 7%Si alloys).
